"from","to","target","source"
"Satish Shah","Naseeruddin Shah",14,21
"Anjan Srivastav","Goga Kapoor",96,31
"Anjan Srivastav","Tiku Talsania",73,31
"Anjan Srivastav","Ravi Baswani",97,31
"Anjan Srivastav","Naseeruddin Shah",14,31
"Goga Kapoor","Tiku Talsania",73,96
"Goga Kapoor","Ravi Baswani",97,96
"Goga Kapoor","Naseeruddin Shah",14,96
"Tiku Talsania","Ravi Baswani",97,73
"Tiku Talsania","Naseeruddin Shah",14,73
"Ravi Baswani","Naseeruddin Shah",14,97
"Amitabh Bachchan","Jaya Bhaduri",98,91
"Amitabh Bachchan","Shah Rukh Khan",1,91
"Amitabh Bachchan","Kajol",54,91
"Amitabh Bachchan","Hrithik Roshan",99,91
"Amitabh Bachchan","Kareena Kapoor",2,91
"Amitabh Bachchan","Rani Mukerji",19,91
"Amitabh Bachchan","Farida Jalal",71,91
"Amitabh Bachchan","Himani Shivpuri",100,91
"Amitabh Bachchan","Alok Nath",135,91
"Jaya Bhaduri","Shah Rukh Khan",1,98
"Jaya Bhaduri","Kajol",54,98
"Jaya Bhaduri","Hrithik Roshan",99,98
"Jaya Bhaduri","Kareena Kapoor",2,98
"Jaya Bhaduri","Rani Mukerji",19,98
"Jaya Bhaduri","Farida Jalal",71,98
"Jaya Bhaduri","Himani Shivpuri",100,98
"Jaya Bhaduri","Alok Nath",135,98
"Shah Rukh Khan","Kajol",54,1
"Shah Rukh Khan","Hrithik Roshan",99,1
"Shah Rukh Khan","Kareena Kapoor",2,1
"Shah Rukh Khan","Rani Mukerji",19,1
"Shah Rukh Khan","Farida Jalal",71,1
"Shah Rukh Khan","Himani Shivpuri",100,1
"Shah Rukh Khan","Alok Nath",135,1
"Kajol","Hrithik Roshan",99,54
"Kajol","Kareena Kapoor",2,54
"Kajol","Rani Mukerji",19,54
"Kajol","Farida Jalal",71,54
"Kajol","Himani Shivpuri",100,54
"Kajol","Alok Nath",135,54
"Hrithik Roshan","Kareena Kapoor",2,99
"Hrithik Roshan","Rani Mukerji",19,99
"Hrithik Roshan","Farida Jalal",71,99
"Hrithik Roshan","Himani Shivpuri",100,99
"Hrithik Roshan","Alok Nath",135,99
"Kareena Kapoor","Rani Mukerji",19,2
"Kareena Kapoor","Farida Jalal",71,2
"Kareena Kapoor","Himani Shivpuri",100,2
"Kareena Kapoor","Alok Nath",135,2
"Rani Mukerji","Farida Jalal",71,19
"Rani Mukerji","Himani Shivpuri",100,19
"Rani Mukerji","Alok Nath",135,19
"Farida Jalal","Himani Shivpuri",100,71
"Farida Jalal","Alok Nath",135,71
"Himani Shivpuri","Alok Nath",135,100
"Shah Rukh Khan","Saif Ali Khan",101,1
"Shah Rukh Khan","Preity Zinta",48,1
"Shah Rukh Khan","Jaya Bhaduri",98,1
"Shah Rukh Khan","Sushma Seth",102,1
"Shah Rukh Khan","Reema Lagoo",103,1
"Shah Rukh Khan","Lillete Dubey",23,1
"Shah Rukh Khan","Delnaaz Paul",201,1
"Saif Ali Khan","Preity Zinta",48,101
"Saif Ali Khan","Jaya Bhaduri",98,101
"Saif Ali Khan","Sushma Seth",102,101
"Saif Ali Khan","Reema Lagoo",103,101
"Saif Ali Khan","Lillete Dubey",23,101
"Saif Ali Khan","Delnaaz Paul",201,101
"Preity Zinta","Jaya Bhaduri",98,48
"Preity Zinta","Sushma Seth",102,48
"Preity Zinta","Reema Lagoo",103,48
"Preity Zinta","Lillete Dubey",23,48
"Preity Zinta","Delnaaz Paul",201,48
"Jaya Bhaduri","Sushma Seth",102,98
"Jaya Bhaduri","Reema Lagoo",103,98
"Jaya Bhaduri","Lillete Dubey",23,98
"Jaya Bhaduri","Delnaaz Paul",201,98
"Sushma Seth","Reema Lagoo",103,102
"Sushma Seth","Lillete Dubey",23,102
"Sushma Seth","Delnaaz Paul",201,102
"Reema Lagoo","Lillete Dubey",23,103
"Reema Lagoo","Delnaaz Paul",201,103
"Lillete Dubey","Delnaaz Paul",201,23
"Shah Rukh Khan","Kajol",54,1
"Shah Rukh Khan","Rani Mukerji",19,1
"Shah Rukh Khan","Farida Jalal",71,1
"Shah Rukh Khan","Reema Lagoo",103,1
"Shah Rukh Khan","Salman Khan",104,1
"Shah Rukh Khan","Archana Puran Singh",105,1
"Shah Rukh Khan","Himani Shivpuri",100,1
"Shah Rukh Khan","Johny Lever",106,1
"Shah Rukh Khan","Anupam Kher",16,1
"Shah Rukh Khan","Sana Saeed",202,1
"Kajol","Rani Mukerji",19,54
"Kajol","Farida Jalal",71,54
"Kajol","Reema Lagoo",103,54
"Kajol","Salman Khan",104,54
"Kajol","Archana Puran Singh",105,54
"Kajol","Himani Shivpuri",100,54
"Kajol","Johny Lever",106,54
"Kajol","Anupam Kher",16,54
"Kajol","Sana Saeed",202,54
"Rani Mukerji","Farida Jalal",71,19
"Rani Mukerji","Reema Lagoo",103,19
"Rani Mukerji","Salman Khan",104,19
"Rani Mukerji","Archana Puran Singh",105,19
"Rani Mukerji","Himani Shivpuri",100,19
"Rani Mukerji","Johny Lever",106,19
"Rani Mukerji","Anupam Kher",16,19
"Rani Mukerji","Sana Saeed",202,19
"Farida Jalal","Reema Lagoo",103,71
"Farida Jalal","Salman Khan",104,71
"Farida Jalal","Archana Puran Singh",105,71
"Farida Jalal","Himani Shivpuri",100,71
"Farida Jalal","Johny Lever",106,71
"Farida Jalal","Anupam Kher",16,71
"Farida Jalal","Sana Saeed",202,71
"Reema Lagoo","Salman Khan",104,103
"Reema Lagoo","Archana Puran Singh",105,103
"Reema Lagoo","Himani Shivpuri",100,103
"Reema Lagoo","Johny Lever",106,103
"Reema Lagoo","Anupam Kher",16,103
"Reema Lagoo","Sana Saeed",202,103
"Salman Khan","Archana Puran Singh",105,104
"Salman Khan","Himani Shivpuri",100,104
"Salman Khan","Johny Lever",106,104
"Salman Khan","Anupam Kher",16,104
"Salman Khan","Sana Saeed",202,104
"Archana Puran Singh","Himani Shivpuri",100,105
"Archana Puran Singh","Johny Lever",106,105
"Archana Puran Singh","Anupam Kher",16,105
"Archana Puran Singh","Sana Saeed",202,105
"Himani Shivpuri","Johny Lever",106,100
"Himani Shivpuri","Anupam Kher",16,100
"Himani Shivpuri","Sana Saeed",202,100
"Johny Lever","Anupam Kher",16,106
"Johny Lever","Sana Saeed",202,106
"Anupam Kher","Sana Saeed",202,16
"Shah Rukh Khan","Sunil Shetty",107,1
"Shah Rukh Khan","Sushmita Sen",108,1
"Shah Rukh Khan","Zayed Khan",109,1
"Shah Rukh Khan","Amrita Rao",110,1
"Shah Rukh Khan","Kiron Kher",92,1
"Shah Rukh Khan","Boman Irani",58,1
"Shah Rukh Khan","Bindu",111,1
"Shah Rukh Khan","Naseeruddin Shah",14,1
"Shah Rukh Khan","Kabir Bedi",56,1
"Sunil Shetty","Sushmita Sen",108,107
"Sunil Shetty","Zayed Khan",109,107
"Sunil Shetty","Amrita Rao",110,107
"Sunil Shetty","Kiron Kher",92,107
"Sunil Shetty","Boman Irani",58,107
"Sunil Shetty","Bindu",111,107
"Sunil Shetty","Naseeruddin Shah",14,107
"Sunil Shetty","Kabir Bedi",56,107
"Sushmita Sen","Zayed Khan",109,108
"Sushmita Sen","Amrita Rao",110,108
"Sushmita Sen","Kiron Kher",92,108
"Sushmita Sen","Boman Irani",58,108
"Sushmita Sen","Bindu",111,108
"Sushmita Sen","Naseeruddin Shah",14,108
"Sushmita Sen","Kabir Bedi",56,108
"Zayed Khan","Amrita Rao",110,109
"Zayed Khan","Kiron Kher",92,109
"Zayed Khan","Boman Irani",58,109
"Zayed Khan","Bindu",111,109
"Zayed Khan","Naseeruddin Shah",14,109
"Zayed Khan","Kabir Bedi",56,109
"Amrita Rao","Kiron Kher",92,110
"Amrita Rao","Boman Irani",58,110
"Amrita Rao","Bindu",111,110
"Amrita Rao","Naseeruddin Shah",14,110
"Amrita Rao","Kabir Bedi",56,110
"Kiron Kher","Boman Irani",58,92
"Kiron Kher","Bindu",111,92
"Kiron Kher","Naseeruddin Shah",14,92
"Kiron Kher","Kabir Bedi",56,92
"Boman Irani","Bindu",111,58
"Boman Irani","Naseeruddin Shah",14,58
"Boman Irani","Kabir Bedi",56,58
"Bindu","Naseeruddin Shah",14,111
"Bindu","Kabir Bedi",56,111
"Naseeruddin Shah","Kabir Bedi",56,14
"Deepa Sahi","Farooq Shaikh",113,112
"Deepa Sahi","Raj Babbar",114,112
"Deepa Sahi","Shah Rukh Khan",1,112
"Deepa Sahi","Shreeram Lagoo",115,112
"Deepa Sahi","Sudha Shivpuri",116,112
"Deepa Sahi","Paresh Rawal",117,112
"Deepa Sahi","Raghuvir Yadav",49,112
"Deepa Sahi","Satyadev Dubey",203,112
"Farooq Shaikh","Raj Babbar",114,113
"Farooq Shaikh","Shah Rukh Khan",1,113
"Farooq Shaikh","Shreeram Lagoo",115,113
"Farooq Shaikh","Sudha Shivpuri",116,113
"Farooq Shaikh","Paresh Rawal",117,113
"Farooq Shaikh","Raghuvir Yadav",49,113
"Farooq Shaikh","Satyadev Dubey",203,113
"Raj Babbar","Shah Rukh Khan",1,114
"Raj Babbar","Shreeram Lagoo",115,114
"Raj Babbar","Sudha Shivpuri",116,114
"Raj Babbar","Paresh Rawal",117,114
"Raj Babbar","Raghuvir Yadav",49,114
"Raj Babbar","Satyadev Dubey",203,114
"Shah Rukh Khan","Shreeram Lagoo",115,1
"Shah Rukh Khan","Sudha Shivpuri",116,1
"Shah Rukh Khan","Paresh Rawal",117,1
"Shah Rukh Khan","Raghuvir Yadav",49,1
"Shah Rukh Khan","Satyadev Dubey",203,1
"Shreeram Lagoo","Sudha Shivpuri",116,115
"Shreeram Lagoo","Paresh Rawal",117,115
"Shreeram Lagoo","Raghuvir Yadav",49,115
"Shreeram Lagoo","Satyadev Dubey",203,115
"Sudha Shivpuri","Paresh Rawal",117,116
"Sudha Shivpuri","Raghuvir Yadav",49,116
"Sudha Shivpuri","Satyadev Dubey",203,116
"Paresh Rawal","Raghuvir Yadav",49,117
"Paresh Rawal","Satyadev Dubey",203,117
"Raghuvir Yadav","Satyadev Dubey",203,49
"Shah Rukh Khan","David Letterman",204,1
"Shah Rukh Khan","Deepa Sahi",112,1
"Shah Rukh Khan","Javed Jaffrey",118,1
"Shah Rukh Khan","Anupam Kher",16,1
"Shah Rukh Khan","Amrish Puri",119,1
"Shah Rukh Khan","Tom Alter",120,1
"Shah Rukh Khan","Tinnu Anand",29,1
"Shah Rukh Khan","Sadashiv Amrapurkar",121,1
"Shah Rukh Khan","Tiku Talsania",73,1
"Shah Rukh Khan","Kader Khan",205,1
"Deepa Sahi","Javed Jaffrey",118,112
"Deepa Sahi","Anupam Kher",16,112
"Deepa Sahi","Amrish Puri",119,112
"Deepa Sahi","Tom Alter",120,112
"Deepa Sahi","Tinnu Anand",29,112
"Deepa Sahi","Sadashiv Amrapurkar",121,112
"Deepa Sahi","Tiku Talsania",73,112
"Deepa Sahi","Kader Khan",205,112
"Javed Jaffrey","Anupam Kher",16,118
"Javed Jaffrey","Amrish Puri",119,118
"Javed Jaffrey","Tom Alter",120,118
"Javed Jaffrey","Tinnu Anand",29,118
"Javed Jaffrey","Sadashiv Amrapurkar",121,118
"Javed Jaffrey","Tiku Talsania",73,118
"Javed Jaffrey","Kader Khan",205,118
"Anupam Kher","Amrish Puri",119,16
"Anupam Kher","Tom Alter",120,16
"Anupam Kher","Tinnu Anand",29,16
"Anupam Kher","Sadashiv Amrapurkar",121,16
"Anupam Kher","Tiku Talsania",73,16
"Anupam Kher","Kader Khan",205,16
"Amrish Puri","Tom Alter",120,119
"Amrish Puri","Tinnu Anand",29,119
"Amrish Puri","Sadashiv Amrapurkar",121,119
"Amrish Puri","Tiku Talsania",73,119
"Amrish Puri","Kader Khan",205,119
"Tom Alter","Tinnu Anand",29,120
"Tom Alter","Sadashiv Amrapurkar",121,120
"Tom Alter","Tiku Talsania",73,120
"Tom Alter","Kader Khan",205,120
"Tinnu Anand","Sadashiv Amrapurkar",121,29
"Tinnu Anand","Tiku Talsania",73,29
"Tinnu Anand","Kader Khan",205,29
"Sadashiv Amrapurkar","Tiku Talsania",73,121
"Sadashiv Amrapurkar","Kader Khan",205,121
"Tiku Talsania","Kader Khan",205,73
"Shah Rukh Khan","Deepika Padukone",32,1
"Shah Rukh Khan","Shreyas Talpade",122,1
"Shah Rukh Khan","Arjun Rampal",66,1
"Shah Rukh Khan","Kirron Kher",123,1
"Shah Rukh Khan","Javed Sheikh",206,1
"Deepika Padukone","Shreyas Talpade",122,32
"Deepika Padukone","Arjun Rampal",66,32
"Deepika Padukone","Kirron Kher",123,32
"Deepika Padukone","Javed Sheikh",206,32
"Shreyas Talpade","Arjun Rampal",66,122
"Shreyas Talpade","Kirron Kher",123,122
"Shreyas Talpade","Javed Sheikh",206,122
"Arjun Rampal","Kirron Kher",123,66
"Arjun Rampal","Javed Sheikh",206,66
"Kirron Kher","Javed Sheikh",206,123
"Shah Rukh Khan","Juhi Chawla",69,1
"Shah Rukh Khan","Jackie Shroff",124,1
"Shah Rukh Khan","Nirmal Pandey",125,1
"Shah Rukh Khan","Dilip Joshi",126,1
"Shah Rukh Khan","Sahila Chaddha",127,1
"Shah Rukh Khan","Suresh Chatwal",128,1
"Shah Rukh Khan","Bharat Dabholkar",129,1
"Shah Rukh Khan","Baby Gazala",130,1
"Shah Rukh Khan","Akash Khurana",207,1
"Juhi Chawla","Jackie Shroff",124,69
"Juhi Chawla","Nirmal Pandey",125,69
"Juhi Chawla","Dilip Joshi",126,69
"Juhi Chawla","Sahila Chaddha",127,69
"Juhi Chawla","Suresh Chatwal",128,69
"Juhi Chawla","Bharat Dabholkar",129,69
"Juhi Chawla","Baby Gazala",130,69
"Juhi Chawla","Akash Khurana",207,69
"Jackie Shroff","Nirmal Pandey",125,124
"Jackie Shroff","Dilip Joshi",126,124
"Jackie Shroff","Sahila Chaddha",127,124
"Jackie Shroff","Suresh Chatwal",128,124
"Jackie Shroff","Bharat Dabholkar",129,124
"Jackie Shroff","Baby Gazala",130,124
"Jackie Shroff","Akash Khurana",207,124
"Nirmal Pandey","Dilip Joshi",126,125
"Nirmal Pandey","Sahila Chaddha",127,125
"Nirmal Pandey","Suresh Chatwal",128,125
"Nirmal Pandey","Bharat Dabholkar",129,125
"Nirmal Pandey","Baby Gazala",130,125
"Nirmal Pandey","Akash Khurana",207,125
"Dilip Joshi","Sahila Chaddha",127,126
"Dilip Joshi","Suresh Chatwal",128,126
"Dilip Joshi","Bharat Dabholkar",129,126
"Dilip Joshi","Baby Gazala",130,126
"Dilip Joshi","Akash Khurana",207,126
"Sahila Chaddha","Suresh Chatwal",128,127
"Sahila Chaddha","Bharat Dabholkar",129,127
"Sahila Chaddha","Baby Gazala",130,127
"Sahila Chaddha","Akash Khurana",207,127
"Suresh Chatwal","Bharat Dabholkar",129,128
"Suresh Chatwal","Baby Gazala",130,128
"Suresh Chatwal","Akash Khurana",207,128
"Bharat Dabholkar","Baby Gazala",130,129
"Bharat Dabholkar","Akash Khurana",207,129
"Baby Gazala","Akash Khurana",207,130
"Shah Rukh Khan","Rani Mukerji",19,1
"Shah Rukh Khan","Anupam Kher",16,1
"Shah Rukh Khan","Dilip Prabhavalkar",131,1
"Shah Rukh Khan","Amitabh Bachchan",91,1
"Shah Rukh Khan","Juhi Chawla",69,1
"Shah Rukh Khan","Nina Kulkarni",132,1
"Shah Rukh Khan","Rajpal Yadav",11,1
"Rani Mukerji","Anupam Kher",16,19
"Rani Mukerji","Dilip Prabhavalkar",131,19
"Rani Mukerji","Amitabh Bachchan",91,19
"Rani Mukerji","Juhi Chawla",69,19
"Rani Mukerji","Nina Kulkarni",132,19
"Rani Mukerji","Rajpal Yadav",11,19
"Anupam Kher","Dilip Prabhavalkar",131,16
"Anupam Kher","Amitabh Bachchan",91,16
"Anupam Kher","Juhi Chawla",69,16
"Anupam Kher","Nina Kulkarni",132,16
"Anupam Kher","Rajpal Yadav",11,16
"Dilip Prabhavalkar","Amitabh Bachchan",91,131
"Dilip Prabhavalkar","Juhi Chawla",69,131
"Dilip Prabhavalkar","Nina Kulkarni",132,131
"Dilip Prabhavalkar","Rajpal Yadav",11,131
"Amitabh Bachchan","Juhi Chawla",69,91
"Amitabh Bachchan","Nina Kulkarni",132,91
"Amitabh Bachchan","Rajpal Yadav",11,91
"Juhi Chawla","Nina Kulkarni",132,69
"Juhi Chawla","Rajpal Yadav",11,69
"Nina Kulkarni","Rajpal Yadav",11,132
"Shah Rukh Khan","Amrish Puri",119,1
"Shah Rukh Khan","Mahima Chaudhry",133,1
"Shah Rukh Khan","Apoorva Agnihotri",134,1
"Shah Rukh Khan","Alok Nath",135,1
"Shah Rukh Khan","Himani Shivpuri",100,1
"Shah Rukh Khan","Padmavati Rao",136,1
"Shah Rukh Khan","Madhuri Bhatia",137,1
"Shah Rukh Khan","Dina Pathak",138,1
"Shah Rukh Khan","Benu Kalsi",139,1
"Shah Rukh Khan","Anand Balraj",140,1
"Shah Rukh Khan","Ajay Nagrath",141,1
"Shah Rukh Khan","Deepak Qazir",142,1
"Shah Rukh Khan","Shashi Sharma",143,1
"Shah Rukh Khan","Smita Jaykar",144,1
"Shah Rukh Khan","Pavan Malhotra",145,1
"Shah Rukh Khan","Aditya Narayan",146,1
"Shah Rukh Khan","Subhash Ghai",208,1
"Amrish Puri","Mahima Chaudhry",133,119
"Amrish Puri","Apoorva Agnihotri",134,119
"Amrish Puri","Alok Nath",135,119
"Amrish Puri","Himani Shivpuri",100,119
"Amrish Puri","Padmavati Rao",136,119
"Amrish Puri","Madhuri Bhatia",137,119
"Amrish Puri","Dina Pathak",138,119
"Amrish Puri","Benu Kalsi",139,119
"Amrish Puri","Anand Balraj",140,119
"Amrish Puri","Ajay Nagrath",141,119
"Amrish Puri","Deepak Qazir",142,119
"Amrish Puri","Shashi Sharma",143,119
"Amrish Puri","Smita Jaykar",144,119
"Amrish Puri","Pavan Malhotra",145,119
"Amrish Puri","Aditya Narayan",146,119
"Amrish Puri","Subhash Ghai",208,119
"Mahima Chaudhry","Apoorva Agnihotri",134,133
"Mahima Chaudhry","Alok Nath",135,133
"Mahima Chaudhry","Himani Shivpuri",100,133
"Mahima Chaudhry","Padmavati Rao",136,133
"Mahima Chaudhry","Madhuri Bhatia",137,133
"Mahima Chaudhry","Dina Pathak",138,133
"Mahima Chaudhry","Benu Kalsi",139,133
"Mahima Chaudhry","Anand Balraj",140,133
"Mahima Chaudhry","Ajay Nagrath",141,133
"Mahima Chaudhry","Deepak Qazir",142,133
"Mahima Chaudhry","Shashi Sharma",143,133
"Mahima Chaudhry","Smita Jaykar",144,133
"Mahima Chaudhry","Pavan Malhotra",145,133
"Mahima Chaudhry","Aditya Narayan",146,133
"Mahima Chaudhry","Subhash Ghai",208,133
"Apoorva Agnihotri","Alok Nath",135,134
"Apoorva Agnihotri","Himani Shivpuri",100,134
"Apoorva Agnihotri","Padmavati Rao",136,134
"Apoorva Agnihotri","Madhuri Bhatia",137,134
"Apoorva Agnihotri","Dina Pathak",138,134
"Apoorva Agnihotri","Benu Kalsi",139,134
"Apoorva Agnihotri","Anand Balraj",140,134
"Apoorva Agnihotri","Ajay Nagrath",141,134
"Apoorva Agnihotri","Deepak Qazir",142,134
"Apoorva Agnihotri","Shashi Sharma",143,134
"Apoorva Agnihotri","Smita Jaykar",144,134
"Apoorva Agnihotri","Pavan Malhotra",145,134
"Apoorva Agnihotri","Aditya Narayan",146,134
"Apoorva Agnihotri","Subhash Ghai",208,134
"Alok Nath","Himani Shivpuri",100,135
"Alok Nath","Padmavati Rao",136,135
"Alok Nath","Madhuri Bhatia",137,135
"Alok Nath","Dina Pathak",138,135
"Alok Nath","Benu Kalsi",139,135
"Alok Nath","Anand Balraj",140,135
"Alok Nath","Ajay Nagrath",141,135
"Alok Nath","Deepak Qazir",142,135
"Alok Nath","Shashi Sharma",143,135
"Alok Nath","Smita Jaykar",144,135
"Alok Nath","Pavan Malhotra",145,135
"Alok Nath","Aditya Narayan",146,135
"Alok Nath","Subhash Ghai",208,135
"Himani Shivpuri","Padmavati Rao",136,100
"Himani Shivpuri","Madhuri Bhatia",137,100
"Himani Shivpuri","Dina Pathak",138,100
"Himani Shivpuri","Benu Kalsi",139,100
"Himani Shivpuri","Anand Balraj",140,100
"Himani Shivpuri","Ajay Nagrath",141,100
"Himani Shivpuri","Deepak Qazir",142,100
"Himani Shivpuri","Shashi Sharma",143,100
"Himani Shivpuri","Smita Jaykar",144,100
"Himani Shivpuri","Pavan Malhotra",145,100
"Himani Shivpuri","Aditya Narayan",146,100
"Himani Shivpuri","Subhash Ghai",208,100
"Padmavati Rao","Madhuri Bhatia",137,136
"Padmavati Rao","Dina Pathak",138,136
"Padmavati Rao","Benu Kalsi",139,136
"Padmavati Rao","Anand Balraj",140,136
"Padmavati Rao","Ajay Nagrath",141,136
"Padmavati Rao","Deepak Qazir",142,136
"Padmavati Rao","Shashi Sharma",143,136
"Padmavati Rao","Smita Jaykar",144,136
"Padmavati Rao","Pavan Malhotra",145,136
"Padmavati Rao","Aditya Narayan",146,136
"Padmavati Rao","Subhash Ghai",208,136
"Madhuri Bhatia","Dina Pathak",138,137
"Madhuri Bhatia","Benu Kalsi",139,137
"Madhuri Bhatia","Anand Balraj",140,137
"Madhuri Bhatia","Ajay Nagrath",141,137
"Madhuri Bhatia","Deepak Qazir",142,137
"Madhuri Bhatia","Shashi Sharma",143,137
"Madhuri Bhatia","Smita Jaykar",144,137
"Madhuri Bhatia","Pavan Malhotra",145,137
"Madhuri Bhatia","Aditya Narayan",146,137
"Madhuri Bhatia","Subhash Ghai",208,137
"Dina Pathak","Benu Kalsi",139,138
"Dina Pathak","Anand Balraj",140,138
"Dina Pathak","Ajay Nagrath",141,138
"Dina Pathak","Deepak Qazir",142,138
"Dina Pathak","Shashi Sharma",143,138
"Dina Pathak","Smita Jaykar",144,138
"Dina Pathak","Pavan Malhotra",145,138
"Dina Pathak","Aditya Narayan",146,138
"Dina Pathak","Subhash Ghai",208,138
"Benu Kalsi","Anand Balraj",140,139
"Benu Kalsi","Ajay Nagrath",141,139
"Benu Kalsi","Deepak Qazir",142,139
"Benu Kalsi","Shashi Sharma",143,139
"Benu Kalsi","Smita Jaykar",144,139
"Benu Kalsi","Pavan Malhotra",145,139
"Benu Kalsi","Aditya Narayan",146,139
"Benu Kalsi","Subhash Ghai",208,139
"Anand Balraj","Ajay Nagrath",141,140
"Anand Balraj","Deepak Qazir",142,140
"Anand Balraj","Shashi Sharma",143,140
"Anand Balraj","Smita Jaykar",144,140
"Anand Balraj","Pavan Malhotra",145,140
"Anand Balraj","Aditya Narayan",146,140
"Anand Balraj","Subhash Ghai",208,140
"Ajay Nagrath","Deepak Qazir",142,141
"Ajay Nagrath","Shashi Sharma",143,141
"Ajay Nagrath","Smita Jaykar",144,141
"Ajay Nagrath","Pavan Malhotra",145,141
"Ajay Nagrath","Aditya Narayan",146,141
"Ajay Nagrath","Subhash Ghai",208,141
"Deepak Qazir","Shashi Sharma",143,142
"Deepak Qazir","Smita Jaykar",144,142
"Deepak Qazir","Pavan Malhotra",145,142
"Deepak Qazir","Aditya Narayan",146,142
"Deepak Qazir","Subhash Ghai",208,142
"Shashi Sharma","Smita Jaykar",144,143
"Shashi Sharma","Pavan Malhotra",145,143
"Shashi Sharma","Aditya Narayan",146,143
"Shashi Sharma","Subhash Ghai",208,143
"Smita Jaykar","Pavan Malhotra",145,144
"Smita Jaykar","Aditya Narayan",146,144
"Smita Jaykar","Subhash Ghai",208,144
"Pavan Malhotra","Aditya Narayan",146,145
"Pavan Malhotra","Subhash Ghai",208,145
"Aditya Narayan","Subhash Ghai",208,146
"Shah Rukh Khan","Juhi Chawla",69,1
"Shah Rukh Khan","Paresh Rawal",117,1
"Shah Rukh Khan","Satish Shah",21,1
"Shah Rukh Khan","Dilip Tahil",147,1
"Shah Rukh Khan","Govind Namdeo",148,1
"Shah Rukh Khan","Smita Jaykar",144,1
"Shah Rukh Khan","Shakti Kapoor",149,1
"Shah Rukh Khan","Johnny Lever",59,1
"Juhi Chawla","Paresh Rawal",117,69
"Juhi Chawla","Satish Shah",21,69
"Juhi Chawla","Dilip Tahil",147,69
"Juhi Chawla","Govind Namdeo",148,69
"Juhi Chawla","Smita Jaykar",144,69
"Juhi Chawla","Shakti Kapoor",149,69
"Juhi Chawla","Johnny Lever",59,69
"Paresh Rawal","Satish Shah",21,117
"Paresh Rawal","Dilip Tahil",147,117
"Paresh Rawal","Govind Namdeo",148,117
"Paresh Rawal","Smita Jaykar",144,117
"Paresh Rawal","Shakti Kapoor",149,117
"Paresh Rawal","Johnny Lever",59,117
"Satish Shah","Dilip Tahil",147,21
"Satish Shah","Govind Namdeo",148,21
"Satish Shah","Smita Jaykar",144,21
"Satish Shah","Shakti Kapoor",149,21
"Satish Shah","Johnny Lever",59,21
"Dilip Tahil","Govind Namdeo",148,147
"Dilip Tahil","Smita Jaykar",144,147
"Dilip Tahil","Shakti Kapoor",149,147
"Dilip Tahil","Johnny Lever",59,147
"Govind Namdeo","Smita Jaykar",144,148
"Govind Namdeo","Shakti Kapoor",149,148
"Govind Namdeo","Johnny Lever",59,148
"Smita Jaykar","Shakti Kapoor",149,144
"Smita Jaykar","Johnny Lever",59,144
"Shakti Kapoor","Johnny Lever",59,149
"Shah Rukh Khan","Mahira Khan",150,1
"Shah Rukh Khan","Nawazuddin Siddiqui",151,1
"Shah Rukh Khan","Mohammed Zeeshan Ayyub",152,1
"Shah Rukh Khan","Sheeba Chaddha",153,1
"Shah Rukh Khan","Shubham Chintamani",154,1
"Shah Rukh Khan","Shubham Tukaram",155,1
"Shah Rukh Khan","Atul Kulkarni",156,1
"Shah Rukh Khan","Narendra Jha",157,1
"Shah Rukh Khan","Jaideep Ahlawat",158,1
"Shah Rukh Khan","Sunny Leone",209,1
"Mahira Khan","Nawazuddin Siddiqui",151,150
"Mahira Khan","Mohammed Zeeshan Ayyub",152,150
"Mahira Khan","Sheeba Chaddha",153,150
"Mahira Khan","Shubham Chintamani",154,150
"Mahira Khan","Shubham Tukaram",155,150
"Mahira Khan","Atul Kulkarni",156,150
"Mahira Khan","Narendra Jha",157,150
"Mahira Khan","Jaideep Ahlawat",158,150
"Mahira Khan","Sunny Leone",209,150
"Nawazuddin Siddiqui","Mohammed Zeeshan Ayyub",152,151
"Nawazuddin Siddiqui","Sheeba Chaddha",153,151
"Nawazuddin Siddiqui","Shubham Chintamani",154,151
"Nawazuddin Siddiqui","Shubham Tukaram",155,151
"Nawazuddin Siddiqui","Atul Kulkarni",156,151
"Nawazuddin Siddiqui","Narendra Jha",157,151
"Nawazuddin Siddiqui","Jaideep Ahlawat",158,151
"Nawazuddin Siddiqui","Sunny Leone",209,151
"Mohammed Zeeshan Ayyub","Sheeba Chaddha",153,152
"Mohammed Zeeshan Ayyub","Shubham Chintamani",154,152
"Mohammed Zeeshan Ayyub","Shubham Tukaram",155,152
"Mohammed Zeeshan Ayyub","Atul Kulkarni",156,152
"Mohammed Zeeshan Ayyub","Narendra Jha",157,152
"Mohammed Zeeshan Ayyub","Jaideep Ahlawat",158,152
"Mohammed Zeeshan Ayyub","Sunny Leone",209,152
"Sheeba Chaddha","Shubham Chintamani",154,153
"Sheeba Chaddha","Shubham Tukaram",155,153
"Sheeba Chaddha","Atul Kulkarni",156,153
"Sheeba Chaddha","Narendra Jha",157,153
"Sheeba Chaddha","Jaideep Ahlawat",158,153
"Sheeba Chaddha","Sunny Leone",209,153
"Shubham Chintamani","Shubham Tukaram",155,154
"Shubham Chintamani","Atul Kulkarni",156,154
"Shubham Chintamani","Narendra Jha",157,154
"Shubham Chintamani","Jaideep Ahlawat",158,154
"Shubham Chintamani","Sunny Leone",209,154
